date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:58:03	106851/106851	---M--	200	added ('OK')	image/jpeg	etag:%221a163-57cc265d21ff2%22	http://ingridkuhn.com/themes/littleones_html/img/gallery1.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/gallery1.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:05	72660/72660	---M--	200	added ('OK')	image/jpeg	etag:%2211bd4-57cc266028a9f%22	http://ingridkuhn.com/themes/littleones_html/img/gallery3.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/gallery3.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:07	81683/81683	---M--	200	added ('OK')	image/jpeg	etag:%2213f13-57cc266031b38%22	http://ingridkuhn.com/themes/littleones_html/img/gallery4.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/gallery4.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:11	57603/57603	---M--	200	added ('OK')	image/jpeg	etag:%22e103-57cc26614babc%22	http://ingridkuhn.com/themes/littleones_html/img/gallery5.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/gallery5.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:17	72684/72684	---M--	200	added ('OK')	image/jpeg	etag:%2211bec-57cc26623e178%22	http://ingridkuhn.com/themes/littleones_html/img/gallery7.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/gallery7.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:17	97108/97108	---M--	200	added ('OK')	image/jpeg	etag:%2217b54-57cc266159d38%22	http://ingridkuhn.com/themes/littleones_html/img/gallery6.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/gallery6.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:20	85659/85659	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214e9b-57cc26925c610%22	http://ingridkuhn.com/themes/littleones_html/js/jquery.min.js	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/js/jquery.min.js	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:20	49439/49439	---M--	200	added ('OK')	image/png	etag:%22c11f-57cc2651e2e21%22	http://ingridkuhn.com/themes/littleones_html/img/birdornament.png	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/birdornament.png	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:21	22432/22432	---M--	200	added ('OK')	image/png	etag:%2257a0-57cc266660ede%22	http://ingridkuhn.com/themes/littleones_html/img/logo.png	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/logo.png	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:21	36816/36816	---M-Z	200	added ('OK')	application/x-javascript	etag:%228fd0-57cc269188f4d%22	http://ingridkuhn.com/themes/littleones_html/js/bootstrap.min.js	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/js/bootstrap.min.js	(from http://ingridkuhn.com/themes/littleones_html/)
